symbol,security,gics_sector,marketcap,Consecutive_Revenue_Growth_Years,Consecutive_EPS_Growth_Years,Consecutive_Profitable_Years,Consecutive_Positive_FCF_Years,Consecutive_ROE_Above_15pct_Years,CPI,Core_CPI,Unemployment_Rate,NFP,Real_GDP,Consumer_Sentiment,Growth_Score,Inflation_Score,Labor_Heat_Score,Macro_Regime_Score,Investment_Signal,Market_Regime,latest_price,total_return_10y,cagr_10y,volatility,momentum_12m,symbol_1,ai_fin_score,ai_price_score,ai_envi_score,ai_comment,final_score
BR,Broadridge Financial Solutions,Industrials,26407275673.0,0,0,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,228.5500030517578,3.2292745962202307,0.15514143593753627,0.2331181878112461,-0.031649864780443626,BR,4.0,1.0,4.0,"The company, Broadridge, exhibits concerning financial characteristics under a volatile and inflationary economic environment.  Its consistently low growth and profitability, coupled with a significant negative correlation between its price and performance, suggests a high risk profile.  The bear market conditions exacerbate these concerns, demanding careful consideration of the investment.",1.475
BRO,Brown & Brown,Financials,27057597608.0,5,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,80.4800033569336,3.974042140851446,0.17403348778074657,0.2297373568649592,-0.2884172905152729,BRO,4.0,1.0,8.0,"The Brown & Brown stock appears highly concerning due to a prolonged period of exceptional financial performance, coupled with a severely deteriorating macroeconomic environment. The extreme growth, low profitability, and bearish market conditions suggest significant risk.  The extreme volatility and negative momentum further amplify the potential for a significant downturn.",1.775
BLDR,Builders FirstSource,Industrials,11116665808.0,0,0,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,111.4800033569336,7.562211938361292,0.23957088078500743,0.48180465819207485,-0.40215582867408517,BLDR,4.0,2.0,8.0,"The BLDR stock presents a mixed picture. While exhibiting strong historical performance (9 years of consistent growth), the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – raises concerns. The company's financial metrics are currently under pressure, with a concerning low ROE and a volatile price, suggesting potential risks.  The bearish market sentiment further amplifies these concerns.",1.9500000000000002
BG,Bunge Global,Consumer Staples,18081191505.0,4,0,8,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,96.45999908447266,0.4978260372511103,0.041234476903862616,0.3156267591256911,0.07488301070504222,BG,6.0,2.0,8.0,"BG (Bunge Global) exhibits concerning financial health with a prolonged period of profitability, but significantly hampered by a volatile macroeconomic environment and a worrying lack of growth. The extreme inflation and economic downturn pose significant risks, suggesting a potential downturn.  The SELL signal highlights a high level of risk and warrants careful consideration before investing.",2.45
BXP,"BXP, Inc.",Real Estate,11197397282.0,7,0,0,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,71.79499816894531,-0.41334368540411015,-0.05194135254279875,0.3171011059422508,-0.1243444317654907,BXP,3.0,1.0,4.0,"The BXP, Inc. exhibits concerning financial health with a significant lack of growth and profitability, amidst a severe economic downturn characterized by high inflation and a pessimistic macroeconomic outlook.  The extreme volatility and negative momentum suggest a high risk of further decline, making this a potentially risky investment.",1.225
CHRW,C.H. Robinson,Industrials,18259872918.0,5,5,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,159.76499938964844,1.5677434306524591,0.09890657001816572,0.2770786938833727,0.5132126976593412,CHRW,7.0,3.0,6.0,"C.H. Robinson demonstrates strong financial health with consistent growth, high profitability, and a robust cash flow. However, the current macroeconomic environment – characterized by high inflation and a potential bear market – warrants caution due to the significant volatility and potential for downward pressure on the stock price.  The company's growth rate is currently outpacing the broader market, suggesting a potentially favorable position, but the current market conditions necessitate careful risk assessment.",2.7249999999999996
CDNS,Cadence Design Systems,Information Technology,82877038470.0,8,4,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,316.79998779296875,13.92931187766794,0.3104487864858394,0.3295579833263504,0.032560836719367714,CDNS,7.0,3.0,6.0,"Cadence Design Systems (CDNS) exhibits exceptionally strong financial performance, driven by consistent growth and robust profitability, but faces significant headwinds from a rapidly inflationary environment and a bearish market outlook.  The company's high ROE and cash flow generation are reassuring, but the extreme volatility and potential for a bear market warrant caution.  The 1.55 Growth Score and 8 Growth Trend Score suggest a potentially lucrative opportunity, but the macroeconomic risks are substantial.",2.7249999999999996
CPT,Camden Property Trust,Real Estate,11133207331.0,0,4,9,6,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,105.62999725341797,0.4031615165550162,0.034457804682481497,0.24381354118308546,-0.16033390547726223,CPT,6.0,1.0,4.0,"CPT is exhibiting concerning financial health with a history of strong, consistent growth, but significantly impacted by a rapidly increasing inflation environment. The bearish macro regime and negative momentum suggest a high risk of further decline, making this a potentially risky investment.",1.975
CPB,Campbell's Company (The),Consumer Staples,9121551190.0,0,3,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,29.6924991607666,-0.43378146570653264,-0.05529758364067805,0.2502683193861323,-0.35730522358377925,CPB,4.0,1.0,8.0,"Campbell's Company (CPB) exhibits concerning financial health under a volatile and inflationary economic environment. While exhibiting strong historical performance, the current macroeconomic conditions – particularly the significant inflation rate – pose significant risks. The negative growth and volatility suggest a potential for further decline, warranting careful consideration of investment risk.",1.775
COF,Capital One,Financials,132766606068.0,7,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,222.8125,1.8813202473056387,0.1116432760551167,0.37014634475282665,0.1604213654204727,COF,4.0,2.0,8.0,"Capital One exhibits concerning financial health with a history of exceptional profitability and consistent growth, but is significantly impacted by a rapidly increasing inflationary environment and a bearish macroeconomic outlook. The volatile price action suggests potential risk, warranting careful consideration of the investment.",1.9500000000000002
CAH,Cardinal Health,Health Care,50180072870.0,6,0,8,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,203.7100067138672,1.3604866687164954,0.0896957623852519,0.2917536939142929,0.6664758693868105,CAH,6.0,2.0,6.0,"Cardinal Health exhibits strong financial stability and consistent performance, but faces significant headwinds driven by a rapidly increasing inflation environment and a concerning macroeconomic outlook. The company's high growth rate is significantly diminished by the current economic climate, suggesting potential vulnerability.",2.3
CCL,Carnival,Consumer Discretionary,33575176821.0,6,3,5,5,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,25.9950008392334,-0.4728249824524704,-0.062024109846574915,0.5670477073354766,0.022217873664068355,CCL,6.0,2.0,6.0,"Carnival demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable market position. However, the current macroeconomic environment – characterized by significant inflation and a weakening labor market – presents considerable risk, warranting a cautious investment approach due to the potential for further price declines.",2.3
CARR,Carrier Global,Industrials,43584356167.0,0,0,5,4,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,53.5619010925293,3.4634917577107744,0.2997641025517437,0.3750290614837714,-0.30771747200312083,CARR,4.0,1.0,4.0,"CARR faces significant headwinds due to a hyperinflationary environment, coupled with a weak economic outlook and a bearish market. The company's financial performance is exceptionally poor, with a near-zero growth rate and a volatile stock price, suggesting a high risk of further decline. The macroeconomic conditions are extremely challenging, amplifying existing problems.",1.475
CAT,Caterpillar Inc.,Industrials,261881381922.0,5,4,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,579.2849731445312,7.318279411568152,0.23599281664169847,0.30395888466253757,0.42642386062744575,CAT,7.0,3.0,6.0,"Caterpillar exhibits exceptionally strong financial performance, driven by consistent growth and robust profitability across multiple years. However, the current macroeconomic environment – characterized by high inflation and a weakening labor market – presents significant risks, warranting cautious investment consideration. The volatile market and recent price decline suggest a potential for further downward pressure.",2.7249999999999996
CBOE,Cboe Global Markets,Financials,28457871875.0,0,4,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,254.4600067138672,2.735466771199373,0.14088619159228521,0.24668701530421866,0.17887421597678932,CBOE,6.0,2.0,6.0,"CBOE, a Financials sector stock, exhibits concerning financial metrics under a volatile and inflationary environment. While exhibiting strong historical performance, the current macroeconomic conditions – particularly high inflation and unemployment – pose significant risks. The low growth and volatile price suggest potential for further decline, warranting careful risk management.",2.3
CBRE,CBRE Group,Real Estate,47034573176.0,5,4,7,4,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,159.02000427246094,3.4196777736417134,0.1602401680203247,0.3301425776953842,0.13593826725170133,CBRE,7.0,3.0,6.0,"CBRE Group demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust macroeconomic environment characterized by inflation and a low unemployment rate. However, the bearish market sentiment and volatility suggest potential risks, warranting a cautious approach to the investment.",2.7249999999999996
CDW,CDW Corporation,Information Technology,18477084227.0,0,5,10,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,142.9499969482422,2.2884746476648474,0.1264360163791709,0.29545784249846946,-0.18746090547685867,CDW,6.0,1.0,6.0,"CDW Corporation demonstrates exceptionally strong financial health with a consistent history of robust growth and profitability, but faces significant headwinds driven by a rapidly accelerating inflation environment and a concerning macroeconomic outlook.  The negative momentum in the price action suggests a potential vulnerability to market sentiment.",2.125
COR,Cencora,Health Care,72165224866.0,8,0,10,0,2,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,350.69000244140625,2.5527302775202916,0.13517746607075853,0.2665276733997727,0.39411647062969757,COR,7.0,2.0,8.0,"Cencora demonstrates exceptionally strong financial health with a long history of consistent growth, robust free cash flow, and a high ROE. However, the current macroeconomic environment – characterized by significant inflation and a recessionary outlook – presents considerable risk, necessitating a cautious approach with a SELL recommendation.",2.7
CNC,Centene Corporation,Health Care,18761242060.0,6,0,0,4,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,38.650001525878906,0.36019708888197366,0.031245373703266965,0.3770484228484212,-0.3558333079020183,CNC,4.0,1.0,6.0,"CNC faces significant headwinds due to a persistently bearish macro environment, coupled with a lack of sustainable growth and a concerning lack of positive financial indicators. The extreme volatility and negative momentum suggest a high risk of further decline, necessitating a cautious approach with a SELL recommendation.",1.625
CNP,CenterPoint Energy,Utilities,25931927804.0,5,4,8,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,38.6150016784668,1.3474164065367908,0.08909079489996863,0.26229723260015597,0.18378304545933477,CNP,7.0,3.0,6.0,"CNP Energy demonstrates exceptionally strong financial performance, exhibiting robust growth and consistent profitability over a long period. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, warranting a cautious investment approach due to the potential for further deterioration.",2.7249999999999996
CF,CF Industries,Materials,12112990853.0,0,0,8,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,78.55999755859375,0.7130396099659255,0.05530972678996915,0.4044813884453988,-0.12380108911602161,CF,4.0,2.0,6.0,"CF Industries exhibits concerning financial stability with a history of strong, consistent profitability and cash flow, but is significantly impacted by a rapidly rising and inflationary macroeconomic environment. The negative momentum in price performance, coupled with a concerning lack of growth, warrants careful consideration and a SELL recommendation due to potential risks.",1.8
CRL,Charles River Laboratories,Health Care,8388284877.0,0,5,9,7,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,176.4199981689453,1.355092638423955,0.08944646165711245,0.3658056145680375,-0.11373455072501093,CRL,6.0,2.0,6.0,"CRL is exhibiting a concerning combination of strong financial performance, but significantly challenged by a volatile macroeconomic environment.  The consistently high ROE and cash flow, coupled with a positive growth rate, is juxtaposed with a rapidly increasing inflation rate and a bearish market outlook.  The SELL signal suggests a high risk of further decline, necessitating careful consideration of the investment.",2.3
SCHW,Charles Schwab Corporation,Financials,160848316420.0,6,5,10,4,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,92.69000244140625,1.8104913198285955,0.10887953696443775,0.339191129923472,0.11998550083203363,SCHW,7.0,3.0,6.0,"Charles Schwab Corporation (SCHW) demonstrates exceptionally strong financial health with a robust track record of consistent growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – a significant inflationary environment and a bear market – warrant caution due to the potential for further volatility.  The company's high ROE and free cash flow suggest resilience, but the SELL signal highlights potential risks associated with the current market.",2.7249999999999996
CHTR,Charter Communications,Communication Services,25762816782.0,0,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,196.25999450683594,0.08556890201449963,0.008245349609544705,0.3267258910737989,-0.5056049729114886,CHTR,4.0,2.0,4.0,"Charter Communications (CHT) exhibits concerning financial stability and growth, amidst a significant inflationary environment and a bearish market outlook.  Despite strong historical performance, the current macroeconomic conditions and a lack of growth suggest heightened risk.  The SELL signal highlights potential vulnerabilities requiring careful consideration.",1.6500000000000001
CVX,Chevron Corporation,Energy,301524859151.0,6,4,8,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,149.77499389648438,0.685706206737962,0.053613419607839274,0.29506018323006983,-0.07506329481304808,CVX,7.0,3.0,6.0,"Chevron Corporation demonstrates exceptionally strong financial health and consistent growth, bolstered by a robust free cash flow and a high ROE. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, necessitating a cautious approach with a SELL signal.",2.7249999999999996
CMG,Chipotle Mexican Grill,Consumer Discretionary,41241850820.0,0,0,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,34.244998931884766,2.028869014230634,0.11720954762505764,0.35815171497423426,-0.4433517770306985,CMG,4.0,2.0,8.0,CMG มีคุณภาพทางการเงินที่ดีอย่างมากในฐานะบริษัทที่ดำเนินธุรกิจ Consumer Discretionary ที่มีผลประกอบการที่แข็งแกร่งและมีอัตรากำไรที่ดีอย่างต่อเนื่อง แม้ว่าแนวโน้มการเติบโตจะชะลอลงอย่างรวดเร็วเนื่องจากสภาพเศรษฐกิจที่ผันผวน แต่บริษัทยังคงรักษาผลตอบแทนที่สูงและมีราคาที่สูงกว่าค่าเฉลี่ยของตลาด ทำให้มีความน่าสนใจในระยะยาวภายใต้สถานการณ์ปัจจุบัน,1.9500000000000002
CB,Chubb Limited,Financials,116416279601.0,5,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,293.2215881347656,1.5773191244322295,0.09931574696248369,0.2372930917259312,0.015556322438023962,CB,6.0,2.0,8.0,CB Limited มีคุณภาพทางการเงินที่ดีอย่างมากในฐานะบริษัทที่ดำเนินธุรกิจในภาคการเงิน โดยมีประสิทธิภาพทางการเงินที่แข็งแกร่งและ ROE ที่สูงมาก แต่สภาพแวดล้อมเศรษฐกิจมหภาคที่รุนแรงและอัตราเงินเฟ้อสูงทำให้เกิดความเสี่ยงที่ต้องระวัง,2.45
CHD,Church & Dwight,Consumer Staples,19868362075.0,6,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,83.33000183105469,0.9556442299325083,0.06938225476917426,0.21629188222162468,-0.2433487341391133,CHD,6.0,1.0,4.0,"Church & Dwight exhibits concerning financial stability and a challenging macroeconomic environment.  The consistently strong financial performance, coupled with a significant negative growth trend, suggests potential vulnerabilities.  The extreme inflation and bear market conditions pose significant risks, warranting careful consideration before investing.",1.975
CI,Cigna,Health Care,72516645270.0,7,4,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,273.2699890136719,0.9908931950311439,0.07129453764061,0.3069592304109935,-0.19103019867142834,CI,7.0,2.0,6.0,"CI is exhibiting exceptionally strong financial performance, demonstrating robust growth and consistent profitability over a long period. However, the current market environment – characterized by significant inflation and a potential bear market – warrants caution due to the elevated volatility and negative momentum.  The company's high ROE and cash flow generation are positive indicators, but the macroeconomic headwinds pose a significant risk.",2.55
CINF,Cincinnati Financial,Financials,26009846302.0,5,3,8,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,164.9149932861328,1.7467520115157602,0.10633831450025233,0.28761060642744374,0.031814999667290955,CINF,7.0,2.0,6.0,"Cincinnati Financial demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – characterized by significant inflation and a bear market – warrant caution due to the potential for further volatility.  The high ROE and Free Cash Flow suggest a potentially resilient business, but the elevated risk associated with the macroeconomic backdrop necessitates a careful evaluation before investing.",2.55
CTAS,Cintas,Industrials,73204034064.0,7,5,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,184.0749969482422,7.166592256943375,0.23371991174131512,0.2654127898750972,-0.18475130687048302,CTAS,7.0,2.0,6.0,"CTAS demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – a significant inflationary environment and a bearish market – warrant caution due to the volatility and potential for further decline.  The company's high ROE and consistent EPS growth are positive indicators, but the negative momentum suggests a potential risk.",2.55
CSCO,Cisco,Information Technology,301231449483.0,6,4,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,76.22000122070312,1.828200336287848,0.10957636844987118,0.2516761101409857,0.2872825941436503,CSCO,7.0,3.0,6.0,"Cisco demonstrates exceptionally strong financial health and consistent growth, particularly in a challenging macroeconomic environment.  Despite a significant inflationary pressure, their robust profitability and cash flow demonstrate resilience. However, the bearish market conditions and potential for further volatility warrant caution, suggesting a potential shift in investor sentiment.",2.7249999999999996
C,Citigroup,Financials,178371943391.0,4,0,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,103.61000061035156,0.9362736658628783,0.06831814007287007,0.33490785006024465,0.4619725778880197,C,6.0,2.0,4.0,Citigroup มีคุณภาพทางการเงินที่ดีอย่างมากในปัจจุบัน เนื่องจากมีผลประกอบการที่แข็งแกร่งและ ROE ที่สูงมาก แต่สภาพแวดล้อมทางเศรษฐกิจมหภาคที่รุนแรงและขึ้นอยู่กับเงินเฟ้อสูง ทำให้เกิดความเสี่ยงที่ต้องระวังเป็นพิเศษ และราคาหุ้นปัจจุบันอยู่ในระดับที่น่าสนใจสำหรับนักลงทุนที่มองหาความเสี่ยงที่ยอมรับได้,2.15
CFG,Citizens Financial Group,Financials,22672576023.0,5,5,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,54.810001373291016,1.0706461199505428,0.07551114749684529,0.38506329643899384,0.13855425982985858,CFG,7.0,3.0,6.0,"Citizens Financial Group demonstrates exceptionally strong financial health with a consistent history of robust growth, high profitability, and a favorable macroeconomic environment. However, the current market conditions – a significant inflationary environment and a bearish market – warrant caution due to the potential for further volatility and a potential shift towards a bear market.",2.7249999999999996
CLX,Clorox,Consumer Staples,12888446845.0,0,0,9,9,8,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,106.0884017944336,-0.15836256068258658,-0.01709514665698153,0.237255559604133,-0.36538611619042694,CLX,6.0,2.0,8.0,"CLX demonstrates exceptionally strong financial stability and consistent performance, particularly in a challenging macroeconomic environment characterized by high inflation and a significant economic downturn.  However, the lack of growth and volatile price action raises concerns about future prospects, warranting a cautious investment approach.",2.45
CME,CME Group,Financials,99409283645.0,0,0,10,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,275.2950134277344,1.884784790394718,0.11177688774751848,0.23992877782022215,0.15670173709132085,CME,4.0,2.0,8.0,หุ้น CME Group มีคุณภาพทางการเงินค่อนข้างดี (4) แต่การเติบโตและผลตอบแทนในอดีตต่ำมาก (1) สภาพเศรษฐกิจมหภาคอยู่ในช่วง Bear Market (8) ซึ่งส่งผลกระทบต่อความน่าสนใจของหุ้นนี้อย่างมาก การเคลื่อนไหวของราคาในปัจจุบัน (2) แสดงให้เห็นถึงความเสี่ยงที่สูงขึ้นจากสภาพแวดล้อมที่ผันผวน,1.9500000000000002
CMS,CMS Energy,Utilities,22610958540.0,7,5,9,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,72.81600189208984,1.1266354650292882,0.07838488421622958,0.20685979494950393,0.04455605864882339,CMS,6.0,2.0,6.0,"CMS Energy exhibits exceptionally strong financial performance, demonstrating robust growth and consistent profitability over a long period. However, the current market environment – characterized by high inflation and a bear market – presents significant risks, warranting cautious consideration of the investment.",2.3
KO,Coca-Cola Company (The),Consumer Staples,312253786059.0,4,4,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,70.63500213623047,0.6635657950840896,0.0522211439162914,0.18179895322739328,0.10229400933005395,KO,7.0,3.0,6.0,"Coca-Cola faces significant headwinds due to a rapidly rising inflation environment, coupled with a concerning bear market. The company demonstrates robust financial performance, particularly in recent years, but growth is slowing considerably, raising concerns about long-term sustainability.  The extreme volatility and downward momentum suggest a potential risk of further decline.",2.7249999999999996
CTSH,Cognizant,Information Technology,36159873757.0,7,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,77.45999908447266,0.25604023649020635,0.02306142727739413,0.2824607106279363,-0.03764441371243654,CTSH,6.0,2.0,6.0,"Cognizant exhibits concerning financial stability and growth, hampered by a volatile macroeconomic environment and a significant inflationary pressure. While the company demonstrates strong historical performance, the current macroeconomic conditions and a concerning growth rate suggest potential risks. The SELL signal highlights a need for careful consideration of the investment.",2.3
COIN,Coinbase,Financials,69020727070.0,2,0,2,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,270.71990966796875,-0.1753383980911547,-0.04073802923513603,0.8661921507070259,-0.086023300097817,COIN,4.0,1.0,4.0,"Coin is exhibiting concerning negative trends across multiple financial metrics, particularly in the face of a rapidly inflationary environment and a significant economic downturn. The lack of growth and profitability, coupled with a volatile market, warrants careful consideration and a SELL recommendation due to the significant risk involved.",1.475
CL,Colgate-Palmolive,Consumer Staples,63824222108.0,5,0,9,9,8,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,78.08999633789062,0.19075928877013193,0.017614849833579305,0.19382164611957564,-0.19186589508954532,CL,7.0,2.0,6.0,"Clilege-Palmolive exhibits exceptionally strong financial health, demonstrating consistent profitability and robust growth over a long period, despite a challenging macroeconomic environment. However, the volatile market and potential for a bear market warrant caution, suggesting a potential shift in investor sentiment.  The company's performance is currently under scrutiny due to the significant inflationary pressures impacting consumer spending.",2.55
CMCSA,Comcast,Communication Services,96417448602.0,5,0,9,9,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,26.524999618530273,-0.11019791701657655,-0.011609306357258764,0.2573802028013809,-0.3858531960654651,CMCSA,6.0,2.0,6.0,"CMCSA (Comcast) exhibits concerning financial health under a volatile and inflationary economic environment. While demonstrating strong historical growth, the current macroeconomic conditions pose significant risks, warranting a cautious investment approach due to the negative correlation between the market and the fundamental metrics.",2.3
CAG,Conagra Brands,Consumer Staples,8380720750.0,0,0,9,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,17.260000228881836,-0.4455224917217868,-0.057275298102550165,0.25696195465639243,-0.37350269666564984,CAG,4.0,2.0,8.0,"Conagra Brands exhibits concerning financial health with a prolonged period of profitability and strong cash flow, but significantly hampered by a rapidly increasing inflation environment and a bearish market outlook.  The company's growth is severely limited, and its performance is negatively impacted by macroeconomic headwinds, suggesting a high risk of further decline.",1.9500000000000002
COP,ConocoPhillips,Energy,108199489970.0,5,0,7,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,89.08999633789062,0.726215758269563,0.056118751869426164,0.386858809173081,-0.17768137945992846,COP,6.0,2.0,6.0,"ConocoPhillips exhibits exceptionally strong financial performance over a long period, demonstrating robust profitability and stable cash flow. However, the current macroeconomic environment – characterized by high inflation and a significant economic downturn – presents considerable risk, warranting a cautious investment approach due to the bearish market regime.",2.3
ED,Consolidated Edison,Utilities,35703750343.0,5,5,10,0,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,97.27999877929688,0.6079338641206096,0.048647781081153196,0.21152116474055685,-0.03290583237994338,ED,7.0,2.0,6.0,"Consolidated Edison (ED) exhibits exceptionally strong financial performance over a long period, demonstrating robust profitability and consistent growth. However, the current macroeconomic environment – characterized by high inflation and a significant labor market downturn – presents considerable risk, warranting a cautious investment approach. The negative momentum in the price suggests a potential vulnerability to further market volatility.",2.55
STZ,Constellation Brands,Consumer Staples,23121011819.0,0,0,8,8,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,137.2100067138672,-0.023416322321230032,-0.0023670027207033373,0.26502409950470546,-0.4305457213044045,STZ,4.0,1.0,6.0,"Constellation Brands exhibits concerning financial health with a prolonged period of profitability and strong cash flow, but significantly hampered by a rapidly accelerating inflation environment. The bear market conditions and negative macroeconomic outlook suggest a high risk of further decline, necessitating a cautious investment approach.",1.625
CEG,Constellation Energy,Utilities,110583478778.0,3,2,4,2,0,323.36,329.79,4.3,159507.0,23770.98,58.2,1.55,17.08,51.95,35.09,SELL - ระวังตัว,Bear Market,363.0,7.642857142857142,0.7463004290443118,0.49148956086934253,0.4148737272150045,CEG,7.0,3.0,6.0,"Constellation Energy demonstrates exceptionally strong financial health, driven by consistent growth and robust profitability, despite a challenging macroeconomic environment characterized by high inflation and a significant labor market downturn.  The company's impressive ROE and cash flow generation are particularly noteworthy, though the SELL signal and bearish market outlook warrant caution.  The high volatility suggests potential risks in the near term.",2.7249999999999996
